"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Month"	"Month Code"	"Age of Mother 9"	"Age of Mother 9 Code"	"Births"
	"Florida"	"12"	"2018"	"2018"	"October"	"10"	"20-24 years"	"20-24"	3664
	"Florida"	"12"	"2018"	"2018"	"October"	"10"	"25-29 years"	"25-29"	5780
	"Florida"	"12"	"2018"	"2018"	"October"	"10"	"30-34 years"	"30-34"	5670
	"Florida"	"12"	"2018"	"2018"	"October"	"10"	"35-39 years"	"35-39"	3053
	"Florida"	"12"	"2018"	"2018"	"October"	"10"	"40-44 years"	"40-44"	696
	"Florida"	"12"	"2018"	"2018"	"October"	"10"	"45-49 years"	"45-49"	47
	"Florida"	"12"	"2018"	"2018"	"October"	"10"	"50 years and over"	"50+"	Suppressed
	"Florida"	"12"	"2018"	"2018"	"November"	"11"	"Under 15 years"	"15"	10
	"Florida"	"12"	"2018"	"2018"	"November"	"11"	"15-19 years"	"15-19"	817
	"Florida"	"12"	"2018"	"2018"	"November"	"11"	"20-24 years"	"20-24"	3434
	"Florida"	"12"	"2018"	"2018"	"November"	"11"	"25-29 years"	"25-29"	5240
	"Florida"	"12"	"2018"	"2018"	"November"	"11"	"30-34 years"	"30-34"	5374
	"Florida"	"12"	"2018"	"2018"	"November"	"11"	"35-39 years"	"35-39"	2951
	"Florida"	"12"	"2018"	"2018"	"November"	"11"	"40-44 years"	"40-44"	617
	"Florida"	"12"	"2018"	"2018"	"November"	"11"	"45-49 years"	"45-49"	40
	"Florida"	"12"	"2018"	"2018"	"November"	"11"	"50 years and over"	"50+"	Suppressed
	"Florida"	"12"	"2018"	"2018"	"December"	"12"	"Under 15 years"	"15"	13
	"Florida"	"12"	"2018"	"2018"	"December"	"12"	"15-19 years"	"15-19"	890
	"Florida"	"12"	"2018"	"2018"	"December"	"12"	"20-24 years"	"20-24"	3521
	"Florida"	"12"	"2018"	"2018"	"December"	"12"	"25-29 years"	"25-29"	5660
	"Florida"	"12"	"2018"	"2018"	"December"	"12"	"30-34 years"	"30-34"	5435
	"Florida"	"12"	"2018"	"2018"	"December"	"12"	"35-39 years"	"35-39"	2977
	"Florida"	"12"	"2018"	"2018"	"December"	"12"	"40-44 years"	"40-44"	740
	"Florida"	"12"	"2018"	"2018"	"December"	"12"	"45-49 years"	"45-49"	32
	"Florida"	"12"	"2018"	"2018"	"December"	"12"	"50 years and over"	"50+"	Suppressed
	"Florida"	"12"	"2019"	"2019"	"January"	"1"	"Under 15 years"	"15"	11
	"Florida"	"12"	"2019"	"2019"	"January"	"1"	"15-19 years"	"15-19"	867
	"Florida"	"12"	"2019"	"2019"	"January"	"1"	"20-24 years"	"20-24"	3600
	"Florida"	"12"	"2019"	"2019"	"January"	"1"	"25-29 years"	"25-29"	5406
	"Florida"	"12"	"2019"	"2019"	"January"	"1"	"30-34 years"	"30-34"	5406
	"Florida"	"12"	"2019"	"2019"	"January"	"1"	"35-39 years"	"35-39"	2932
	"Florida"	"12"	"2019"	"2019"	"January"	"1"	"40-44 years"	"40-44"	676
	"Florida"	"12"	"2019"	"2019"	"January"	"1"	"45-49 years"	"45-49"	51
	"Florida"	"12"	"2019"	"2019"	"January"	"1"	"50 years and over"	"50+"	Suppressed
	"Florida"	"12"	"2019"	"2019"	"February"	"2"	"Under 15 years"	"15"	Suppressed
	"Florida"	"12"	"2019"	"2019"	"February"	"2"	"15-19 years"	"15-19"	736
	"Florida"	"12"	"2019"	"2019"	"February"	"2"	"20-24 years"	"20-24"	3034
	"Florida"	"12"	"2019"	"2019"	"February"	"2"	"25-29 years"	"25-29"	4877
	"Florida"	"12"	"2019"	"2019"	"February"	"2"	"30-34 years"	"30-34"	4768
	"Florida"	"12"	"2019"	"2019"	"February"	"2"	"35-39 years"	"35-39"	2593
	"Florida"	"12"	"2019"	"2019"	"February"	"2"	"40-44 years"	"40-44"	574
	"Florida"	"12"	"2019"	"2019"	"February"	"2"	"45-49 years"	"45-49"	37
	"Florida"	"12"	"2019"	"2019"	"February"	"2"	"50 years and over"	"50+"	Suppressed
	"Florida"	"12"	"2019"	"2019"	"March"	"3"	"Under 15 years"	"15"	13
	"Florida"	"12"	"2019"	"2019"	"March"	"3"	"15-19 years"	"15-19"	742
	"Florida"	"12"	"2019"	"2019"	"March"	"3"	"20-24 years"	"20-24"	3212
	"Florida"	"12"	"2019"	"2019"	"March"	"3"	"25-29 years"	"25-29"	4990
	"Florida"	"12"	"2019"	"2019"	"March"	"3"	"30-34 years"	"30-34"	5073
	"Florida"	"12"	"2019"	"2019"	"March"	"3"	"35-39 years"	"35-39"	2801
	"Florida"	"12"	"2019"	"2019"	"March"	"3"	"40-44 years"	"40-44"	611
	"Florida"	"12"	"2019"	"2019"	"March"	"3"	"45-49 years"	"45-49"	45
	"Florida"	"12"	"2019"	"2019"	"March"	"3"	"50 years and over"	"50+"	Suppressed
	"Florida"	"12"	"2019"	"2019"	"April"	"4"	"Under 15 years"	"15"	11
	"Florida"	"12"	"2019"	"2019"	"April"	"4"	"15-19 years"	"15-19"	750
	"Florida"	"12"	"2019"	"2019"	"April"	"4"	"20-24 years"	"20-24"	3180
	"Florida"	"12"	"2019"	"2019"	"April"	"4"	"25-29 years"	"25-29"	4867
	"Florida"	"12"	"2019"	"2019"	"April"	"4"	"30-34 years"	"30-34"	5069
	"Florida"	"12"	"2019"	"2019"	"April"	"4"	"35-39 years"	"35-39"	2823
	"Florida"	"12"	"2019"	"2019"	"April"	"4"	"40-44 years"	"40-44"	654
	"Florida"	"12"	"2019"	"2019"	"April"	"4"	"45-49 years"	"45-49"	40
	"Florida"	"12"	"2019"	"2019"	"April"	"4"	"50 years and over"	"50+"	Suppressed
	"Florida"	"12"	"2019"	"2019"	"May"	"5"	"Under 15 years"	"15"	13
	"Florida"	"12"	"2019"	"2019"	"May"	"5"	"15-19 years"	"15-19"	743
	"Florida"	"12"	"2019"	"2019"	"May"	"5"	"20-24 years"	"20-24"	3133
	"Florida"	"12"	"2019"	"2019"	"May"	"5"	"25-29 years"	"25-29"	5135
	"Florida"	"12"	"2019"	"2019"	"May"	"5"	"30-34 years"	"30-34"	5188
	"Florida"	"12"	"2019"	"2019"	"May"	"5"	"35-39 years"	"35-39"	2851
	"Florida"	"12"	"2019"	"2019"	"May"	"5"	"40-44 years"	"40-44"	611
	"Florida"	"12"	"2019"	"2019"	"May"	"5"	"45-49 years"	"45-49"	47
	"Florida"	"12"	"2019"	"2019"	"May"	"5"	"50 years and over"	"50+"	Suppressed
	"Florida"	"12"	"2019"	"2019"	"June"	"6"	"Under 15 years"	"15"	10
	"Florida"	"12"	"2019"	"2019"	"June"	"6"	"15-19 years"	"15-19"	685
	"Florida"	"12"	"2019"	"2019"	"June"	"6"	"20-24 years"	"20-24"	3027
	"Florida"	"12"	"2019"	"2019"	"June"	"6"	"25-29 years"	"25-29"	4860
	"Florida"	"12"	"2019"	"2019"	"June"	"6"	"30-34 years"	"30-34"	5023
	"Florida"	"12"	"2019"	"2019"	"June"	"6"	"35-39 years"	"35-39"	2735
	"Florida"	"12"	"2019"	"2019"	"June"	"6"	"40-44 years"	"40-44"	599
	"Florida"	"12"	"2019"	"2019"	"June"	"6"	"45-49 years"	"45-49"	45
	"Florida"	"12"	"2019"	"2019"	"June"	"6"	"50 years and over"	"50+"	Suppressed
	"Florida"	"12"	"2019"	"2019"	"July"	"7"	"Under 15 years"	"15"	Suppressed
	"Florida"	"12"	"2019"	"2019"	"July"	"7"	"15-19 years"	"15-19"	825
	"Florida"	"12"	"2019"	"2019"	"July"	"7"	"20-24 years"	"20-24"	3409
	"Florida"	"12"	"2019"	"2019"	"July"	"7"	"25-29 years"	"25-29"	5283
	"Florida"	"12"	"2019"	"2019"	"July"	"7"	"30-34 years"	"30-34"	5517
	"Florida"	"12"	"2019"	"2019"	"July"	"7"	"35-39 years"	"35-39"	2977
	"Florida"	"12"	"2019"	"2019"	"July"	"7"	"40-44 years"	"40-44"	652
	"Florida"	"12"	"2019"	"2019"	"July"	"7"	"45-49 years"	"45-49"	50
	"Florida"	"12"	"2019"	"2019"	"July"	"7"	"50 years and over"	"50+"	Suppressed
	"Florida"	"12"	"2019"	"2019"	"August"	"8"	"Under 15 years"	"15"	Suppressed
	"Florida"	"12"	"2019"	"2019"	"August"	"8"	"15-19 years"	"15-19"	875
	"Florida"	"12"	"2019"	"2019"	"August"	"8"	"20-24 years"	"20-24"	3598
	"Florida"	"12"	"2019"	"2019"	"August"	"8"	"25-29 years"	"25-29"	5825
	"Florida"	"12"	"2019"	"2019"	"August"	"8"	"30-34 years"	"30-34"	5834
	"Florida"	"12"	"2019"	"2019"	"August"	"8"	"35-39 years"	"35-39"	3141
	"Florida"	"12"	"2019"	"2019"	"August"	"8"	"40-44 years"	"40-44"	682
	"Florida"	"12"	"2019"	"2019"	"August"	"8"	"45-49 years"	"45-49"	47
	"Florida"	"12"	"2019"	"2019"	"August"	"8"	"50 years and over"	"50+"	10
	"Florida"	"12"	"2019"	"2019"	"September"	"9"	"Under 15 years"	"15"	Suppressed
	"Florida"	"12"	"2019"	"2019"	"September"	"9"	"15-19 years"	"15-19"	839
	"Florida"	"12"	"2019"	"2019"	"September"	"9"	"20-24 years"	"20-24"	3577
	"Florida"	"12"	"2019"	"2019"	"September"	"9"	"25-29 years"	"25-29"	5553
	"Florida"	"12"	"2019"	"2019"	"September"	"9"	"30-34 years"	"30-34"	5657
	"Florida"	"12"	"2019"	"2019"	"September"	"9"	"35-39 years"	"35-39"	3043
	"Florida"	"12"	"2019"	"2019"	"September"	"9"	"40-44 years"	"40-44"	644
	"Florida"	"12"	"2019"	"2019"	"September"	"9"	"45-49 years"	"45-49"	40
	"Florida"	"12"	"2019"	"2019"	"September"	"9"	"50 years and over"	"50+"	Suppressed
	"Florida"	"12"	"2019"	"2019"	"October"	"10"	"Under 15 years"	"15"	Suppressed
	"Florida"	"12"	"2019"	"2019"	"October"	"10"	"15-19 years"	"15-19"	831
	"Florida"	"12"	"2019"	"2019"	"October"	"10"	"20-24 years"	"20-24"	3531
	"Florida"	"12"	"2019"	"2019"	"October"	"10"	"25-29 years"	"25-29"	5579
	"Florida"	"12"	"2019"	"2019"	"October"	"10"	"30-34 years"	"30-34"	5763
	"Florida"	"12"	"2019"	"2019"	"October"	"10"	"35-39 years"	"35-39"	3122
	"Florida"	"12"	"2019"	"2019"	"October"	"10"	"40-44 years"	"40-44"	694
	"Florida"	"12"	"2019"	"2019"	"October"	"10"	"45-49 years"	"45-49"	48
	"Florida"	"12"	"2019"	"2019"	"October"	"10"	"50 years and over"	"50+"	10
	"Florida"	"12"	"2019"	"2019"	"November"	"11"	"Under 15 years"	"15"	Suppressed
	"Florida"	"12"	"2019"	"2019"	"November"	"11"	"15-19 years"	"15-19"	827
	"Florida"	"12"	"2019"	"2019"	"November"	"11"	"20-24 years"	"20-24"	3280
	"Florida"	"12"	"2019"	"2019"	"November"	"11"	"25-29 years"	"25-29"	5195
	"Florida"	"12"	"2019"	"2019"	"November"	"11"	"30-34 years"	"30-34"	5273
	"Florida"	"12"	"2019"	"2019"	"November"	"11"	"35-39 years"	"35-39"	2897
	"Florida"	"12"	"2019"	"2019"	"November"	"11"	"40-44 years"	"40-44"	619
	"Florida"	"12"	"2019"	"2019"	"November"	"11"	"45-49 years"	"45-49"	46
	"Florida"	"12"	"2019"	"2019"	"November"	"11"	"50 years and over"	"50+"	Suppressed
	"Florida"	"12"	"2019"	"2019"	"December"	"12"	"Under 15 years"	"15"	Suppressed
	"Florida"	"12"	"2019"	"2019"	"December"	"12"	"15-19 years"	"15-19"	821
	"Florida"	"12"	"2019"	"2019"	"December"	"12"	"20-24 years"	"20-24"	3560
	"Florida"	"12"	"2019"	"2019"	"December"	"12"	"25-29 years"	"25-29"	5309
	"Florida"	"12"	"2019"	"2019"	"December"	"12"	"30-34 years"	"30-34"	5446
	"Florida"	"12"	"2019"	"2019"	"December"	"12"	"35-39 years"	"35-39"	3118
	"Florida"	"12"	"2019"	"2019"	"December"	"12"	"40-44 years"	"40-44"	670
	"Florida"	"12"	"2019"	"2019"	"December"	"12"	"45-49 years"	"45-49"	45
	"Florida"	"12"	"2019"	"2019"	"December"	"12"	"50 years and over"	"50+"	Suppressed
	"Florida"	"12"	"2020"	"2020"	"January"	"1"	"Under 15 years"	"15"	Suppressed
	"Florida"	"12"	"2020"	"2020"	"January"	"1"	"15-19 years"	"15-19"	816
	"Florida"	"12"	"2020"	"2020"	"January"	"1"	"20-24 years"	"20-24"	3202
	"Florida"	"12"	"2020"	"2020"	"January"	"1"	"25-29 years"	"25-29"	5185
	"Florida"	"12"	"2020"	"2020"	"January"	"1"	"30-34 years"	"30-34"	5281
	"Florida"	"12"	"2020"	"2020"	"January"	"1"	"35-39 years"	"35-39"	2961
	"Florida"	"12"	"2020"	"2020"	"January"	"1"	"40-44 years"	"40-44"	687
	"Florida"	"12"	"2020"	"2020"	"January"	"1"	"45-49 years"	"45-49"	50
	"Florida"	"12"	"2020"	"2020"	"January"	"1"	"50 years and over"	"50+"	Suppressed
	"Florida"	"12"	"2020"	"2020"	"February"	"2"	"Under 15 years"	"15"	Suppressed
	"Florida"	"12"	"2020"	"2020"	"February"	"2"	"15-19 years"	"15-19"	769
	"Florida"	"12"	"2020"	"2020"	"February"	"2"	"20-24 years"	"20-24"	3043
	"Florida"	"12"	"2020"	"2020"	"February"	"2"	"25-29 years"	"25-29"	4732
	"Florida"	"12"	"2020"	"2020"	"February"	"2"	"30-34 years"	"30-34"	4859
	"Florida"	"12"	"2020"	"2020"	"February"	"2"	"35-39 years"	"35-39"	2666
	"Florida"	"12"	"2020"	"2020"	"February"	"2"	"40-44 years"	"40-44"	622
	"Florida"	"12"	"2020"	"2020"	"February"	"2"	"45-49 years"	"45-49"	37
	"Florida"	"12"	"2020"	"2020"	"February"	"2"	"50 years and over"	"50+"	Suppressed
	"Florida"	"12"	"2020"	"2020"	"March"	"3"	"Under 15 years"	"15"	Suppressed
	"Florida"	"12"	"2020"	"2020"	"March"	"3"	"15-19 years"	"15-19"	734
	"Florida"	"12"	"2020"	"2020"	"March"	"3"	"20-24 years"	"20-24"	3081
	"Florida"	"12"	"2020"	"2020"	"March"	"3"	"25-29 years"	"25-29"	4773
	"Florida"	"12"	"2020"	"2020"	"March"	"3"	"30-34 years"	"30-34"	5117
	"Florida"	"12"	"2020"	"2020"	"March"	"3"	"35-39 years"	"35-39"	2852
	"Florida"	"12"	"2020"	"2020"	"March"	"3"	"40-44 years"	"40-44"	592
	"Florida"	"12"	"2020"	"2020"	"March"	"3"	"45-49 years"	"45-49"	39
	"Florida"	"12"	"2020"	"2020"	"March"	"3"	"50 years and over"	"50+"	Suppressed
	"Florida"	"12"	"2020"	"2020"	"April"	"4"	"Under 15 years"	"15"	Suppressed
	"Florida"	"12"	"2020"	"2020"	"April"	"4"	"15-19 years"	"15-19"	711
	"Florida"	"12"	"2020"	"2020"	"April"	"4"	"20-24 years"	"20-24"	2948
	"Florida"	"12"	"2020"	"2020"	"April"	"4"	"25-29 years"	"25-29"	4555
	"Florida"	"12"	"2020"	"2020"	"April"	"4"	"30-34 years"	"30-34"	4957
	"Florida"	"12"	"2020"	"2020"	"April"	"4"	"35-39 years"	"35-39"	2713
	"Florida"	"12"	"2020"	"2020"	"April"	"4"	"40-44 years"	"40-44"	620
	"Florida"	"12"	"2020"	"2020"	"April"	"4"	"45-49 years"	"45-49"	47
	"Florida"	"12"	"2020"	"2020"	"April"	"4"	"50 years and over"	"50+"	10
	"Florida"	"12"	"2020"	"2020"	"May"	"5"	"Under 15 years"	"15"	Suppressed
	"Florida"	"12"	"2020"	"2020"	"May"	"5"	"15-19 years"	"15-19"	676
	"Florida"	"12"	"2020"	"2020"	"May"	"5"	"20-24 years"	"20-24"	2981
	"Florida"	"12"	"2020"	"2020"	"May"	"5"	"25-29 years"	"25-29"	4898
	"Florida"	"12"	"2020"	"2020"	"May"	"5"	"30-34 years"	"30-34"	4965
	"Florida"	"12"	"2020"	"2020"	"May"	"5"	"35-39 years"	"35-39"	2735
	"Florida"	"12"	"2020"	"2020"	"May"	"5"	"40-44 years"	"40-44"	590
	"Florida"	"12"	"2020"	"2020"	"May"	"5"	"45-49 years"	"45-49"	40
	"Florida"	"12"	"2020"	"2020"	"May"	"5"	"50 years and over"	"50+"	Suppressed
	"Florida"	"12"	"2020"	"2020"	"June"	"6"	"Under 15 years"	"15"	Suppressed
	"Florida"	"12"	"2020"	"2020"	"June"	"6"	"15-19 years"	"15-19"	676
	"Florida"	"12"	"2020"	"2020"	"June"	"6"	"20-24 years"	"20-24"	3029
	"Florida"	"12"	"2020"	"2020"	"June"	"6"	"25-29 years"	"25-29"	4700
	"Florida"	"12"	"2020"	"2020"	"June"	"6"	"30-34 years"	"30-34"	5156
	"Florida"	"12"	"2020"	"2020"	"June"	"6"	"35-39 years"	"35-39"	2697
	"Florida"	"12"	"2020"	"2020"	"June"	"6"	"40-44 years"	"40-44"	591
	"Florida"	"12"	"2020"	"2020"	"June"	"6"	"45-49 years"	"45-49"	47
	"Florida"	"12"	"2020"	"2020"	"June"	"6"	"50 years and over"	"50+"	Suppressed
	"Florida"	"12"	"2020"	"2020"	"July"	"7"	"Under 15 years"	"15"	Suppressed
	"Florida"	"12"	"2020"	"2020"	"July"	"7"	"15-19 years"	"15-19"	753
	"Florida"	"12"	"2020"	"2020"	"July"	"7"	"20-24 years"	"20-24"	3239
	"Florida"	"12"	"2020"	"2020"	"July"	"7"	"25-29 years"	"25-29"	4961
	"Florida"	"12"	"2020"	"2020"	"July"	"7"	"30-34 years"	"30-34"	5339
	"Florida"	"12"	"2020"	"2020"	"July"	"7"	"35-39 years"	"35-39"	2859
	"Florida"	"12"	"2020"	"2020"	"July"	"7"	"40-44 years"	"40-44"	651
	"Florida"	"12"	"2020"	"2020"	"July"	"7"	"45-49 years"	"45-49"	50
	"Florida"	"12"	"2020"	"2020"	"July"	"7"	"50 years and over"	"50+"	Suppressed
	"Florida"	"12"	"2020"	"2020"	"August"	"8"	"Under 15 years"	"15"	Suppressed
	"Florida"	"12"	"2020"	"2020"	"August"	"8"	"15-19 years"	"15-19"	736
	"Florida"	"12"	"2020"	"2020"	"August"	"8"	"20-24 years"	"20-24"	3309
	"Florida"	"12"	"2020"	"2020"	"August"	"8"	"25-29 years"	"25-29"	5015
	"Florida"	"12"	"2020"	"2020"	"August"	"8"	"30-34 years"	"30-34"	5348
	"Florida"	"12"	"2020"	"2020"	"August"	"8"	"35-39 years"	"35-39"	2953
	"Florida"	"12"	"2020"	"2020"	"August"	"8"	"40-44 years"	"40-44"	689
	"Florida"	"12"	"2020"	"2020"	"August"	"8"	"45-49 years"	"45-49"	58
	"Florida"	"12"	"2020"	"2020"	"August"	"8"	"50 years and over"	"50+"	Suppressed
	"Florida"	"12"	"2020"	"2020"	"September"	"9"	"Under 15 years"	"15"	11
	"Florida"	"12"	"2020"	"2020"	"September"	"9"	"15-19 years"	"15-19"	784
	"Florida"	"12"	"2020"	"2020"	"September"	"9"	"20-24 years"	"20-24"	3286
	"Florida"	"12"	"2020"	"2020"	"September"	"9"	"25-29 years"	"25-29"	5029
	"Florida"	"12"	"2020"	"2020"	"September"	"9"	"30-34 years"	"30-34"	5424
	"Florida"	"12"	"2020"	"2020"	"September"	"9"	"35-39 years"	"35-39"	2944
	"Florida"	"12"	"2020"	"2020"	"September"	"9"	"40-44 years"	"40-44"	674
	"Florida"	"12"	"2020"	"2020"	"September"	"9"	"45-49 years"	"45-49"	39
	"Florida"	"12"	"2020"	"2020"	"September"	"9"	"50 years and over"	"50+"	Suppressed
	"Florida"	"12"	"2020"	"2020"	"October"	"10"	"Under 15 years"	"15"	10
	"Florida"	"12"	"2020"	"2020"	"October"	"10"	"15-19 years"	"15-19"	752
	"Florida"	"12"	"2020"	"2020"	"October"	"10"	"20-24 years"	"20-24"	3267
	"Florida"	"12"	"2020"	"2020"	"October"	"10"	"25-29 years"	"25-29"	5051
	"Florida"	"12"	"2020"	"2020"	"October"	"10"	"30-34 years"	"30-34"	5361
	"Florida"	"12"	"2020"	"2020"	"October"	"10"	"35-39 years"	"35-39"	2935
	"Florida"	"12"	"2020"	"2020"	"October"	"10"	"40-44 years"	"40-44"	654
	"Florida"	"12"	"2020"	"2020"	"October"	"10"	"45-49 years"	"45-49"	56
	"Florida"	"12"	"2020"	"2020"	"October"	"10"	"50 years and over"	"50+"	Suppressed
	"Florida"	"12"	"2020"	"2020"	"November"	"11"	"Under 15 years"	"15"	Suppressed
	"Florida"	"12"	"2020"	"2020"	"November"	"11"	"15-19 years"	"15-19"	778
	"Florida"	"12"	"2020"	"2020"	"November"	"11"	"20-24 years"	"20-24"	3093
	"Florida"	"12"	"2020"	"2020"	"November"	"11"	"25-29 years"	"25-29"	4719
	"Florida"	"12"	"2020"	"2020"	"November"	"11"	"30-34 years"	"30-34"	5057
	"Florida"	"12"	"2020"	"2020"	"November"	"11"	"35-39 years"	"35-39"	2857
	"Florida"	"12"	"2020"	"2020"	"November"	"11"	"40-44 years"	"40-44"	627
	"Florida"	"12"	"2020"	"2020"	"November"	"11"	"45-49 years"	"45-49"	40
	"Florida"	"12"	"2020"	"2020"	"November"	"11"	"50 years and over"	"50+"	Suppressed
	"Florida"	"12"	"2020"	"2020"	"December"	"12"	"Under 15 years"	"15"	10
	"Florida"	"12"	"2020"	"2020"	"December"	"12"	"15-19 years"	"15-19"	735
	"Florida"	"12"	"2020"	"2020"	"December"	"12"	"20-24 years"	"20-24"	3195
	"Florida"	"12"	"2020"	"2020"	"December"	"12"	"25-29 years"	"25-29"	4991
	"Florida"	"12"	"2020"	"2020"	"December"	"12"	"30-34 years"	"30-34"	5227
	"Florida"	"12"	"2020"	"2020"	"December"	"12"	"35-39 years"	"35-39"	2876
	"Florida"	"12"	"2020"	"2020"	"December"	"12"	"40-44 years"	"40-44"	654
	"Florida"	"12"	"2020"	"2020"	"December"	"12"	"45-49 years"	"45-49"	34
	"Florida"	"12"	"2020"	"2020"	"December"	"12"	"50 years and over"	"50+"	Suppressed
	"Florida"	"12"	"2021"	"2021"	"January"	"1"	"Under 15 years"	"15"	Suppressed
	"Florida"	"12"	"2021"	"2021"	"January"	"1"	"15-19 years"	"15-19"	622
	"Florida"	"12"	"2021"	"2021"	"January"	"1"	"20-24 years"	"20-24"	2977
	"Florida"	"12"	"2021"	"2021"	"January"	"1"	"25-29 years"	"25-29"	4710
	"Florida"	"12"	"2021"	"2021"	"January"	"1"	"30-34 years"	"30-34"	4923
	"Florida"	"12"	"2021"	"2021"	"January"	"1"	"35-39 years"	"35-39"	2690
	"Florida"	"12"	"2021"	"2021"	"January"	"1"	"40-44 years"	"40-44"	592
	"Florida"	"12"	"2021"	"2021"	"January"	"1"	"45-49 years"	"45-49"	22
	"Florida"	"12"	"2021"	"2021"	"January"	"1"	"50 years and over"	"50+"	Suppressed
	"Florida"	"12"	"2021"	"2021"	"February"	"2"	"Under 15 years"	"15"	Suppressed
	"Florida"	"12"	"2021"	"2021"	"February"	"2"	"15-19 years"	"15-19"	686
	"Florida"	"12"	"2021"	"2021"	"February"	"2"	"20-24 years"	"20-24"	2772
	"Florida"	"12"	"2021"	"2021"	"February"	"2"	"25-29 years"	"25-29"	4450
	"Florida"	"12"	"2021"	"2021"	"February"	"2"	"30-34 years"	"30-34"	4860
	"Florida"	"12"	"2021"	"2021"	"February"	"2"	"35-39 years"	"35-39"	2652
	"Florida"	"12"	"2021"	"2021"	"February"	"2"	"40-44 years"	"40-44"	613
	"Florida"	"12"	"2021"	"2021"	"February"	"2"	"45-49 years"	"45-49"	40
	"Florida"	"12"	"2021"	"2021"	"February"	"2"	"50 years and over"	"50+"	Suppressed
	"Florida"	"12"	"2021"	"2021"	"March"	"3"	"Under 15 years"	"15"	Suppressed
	"Florida"	"12"	"2021"	"2021"	"March"	"3"	"15-19 years"	"15-19"	677
	"Florida"	"12"	"2021"	"2021"	"March"	"3"	"20-24 years"	"20-24"	2947
	"Florida"	"12"	"2021"	"2021"	"March"	"3"	"25-29 years"	"25-29"	4808
	"Florida"	"12"	"2021"	"2021"	"March"	"3"	"30-34 years"	"30-34"	5305
	"Florida"	"12"	"2021"	"2021"	"March"	"3"	"35-39 years"	"35-39"	2777
	"Florida"	"12"	"2021"	"2021"	"March"	"3"	"40-44 years"	"40-44"	650
	"Florida"	"12"	"2021"	"2021"	"March"	"3"	"45-49 years"	"45-49"	47
	"Florida"	"12"	"2021"	"2021"	"March"	"3"	"50 years and over"	"50+"	Suppressed
	"Florida"	"12"	"2021"	"2021"	"April"	"4"	"Under 15 years"	"15"	Suppressed
	"Florida"	"12"	"2021"	"2021"	"April"	"4"	"15-19 years"	"15-19"	614
	"Florida"	"12"	"2021"	"2021"	"April"	"4"	"20-24 years"	"20-24"	2890
	"Florida"	"12"	"2021"	"2021"	"April"	"4"	"25-29 years"	"25-29"	4683
	"Florida"	"12"	"2021"	"2021"	"April"	"4"	"30-34 years"	"30-34"	5084
	"Florida"	"12"	"2021"	"2021"	"April"	"4"	"35-39 years"	"35-39"	2768
	"Florida"	"12"	"2021"	"2021"	"April"	"4"	"40-44 years"	"40-44"	663
	"Florida"	"12"	"2021"	"2021"	"April"	"4"	"45-49 years"	"45-49"	39
	"Florida"	"12"	"2021"	"2021"	"April"	"4"	"50 years and over"	"50+"	Suppressed
	"Florida"	"12"	"2021"	"2021"	"May"	"5"	"Under 15 years"	"15"	Suppressed
	"Florida"	"12"	"2021"	"2021"	"May"	"5"	"15-19 years"	"15-19"	658
	"Florida"	"12"	"2021"	"2021"	"May"	"5"	"20-24 years"	"20-24"	2865
	"Florida"	"12"	"2021"	"2021"	"May"	"5"	"25-29 years"	"25-29"	4727
	"Florida"	"12"	"2021"	"2021"	"May"	"5"	"30-34 years"	"30-34"	5189
	"Florida"	"12"	"2021"	"2021"	"May"	"5"	"35-39 years"	"35-39"	2751
	"Florida"	"12"	"2021"	"2021"	"May"	"5"	"40-44 years"	"40-44"	678
	"Florida"	"12"	"2021"	"2021"	"May"	"5"	"45-49 years"	"45-49"	42
	"Florida"	"12"	"2021"	"2021"	"May"	"5"	"50 years and over"	"50+"	Suppressed
	"Florida"	"12"	"2021"	"2021"	"June"	"6"	"Under 15 years"	"15"	Suppressed
	"Florida"	"12"	"2021"	"2021"	"June"	"6"	"15-19 years"	"15-19"	624
	"Florida"	"12"	"2021"	"2021"	"June"	"6"	"20-24 years"	"20-24"	2929
	"Florida"	"12"	"2021"	"2021"	"June"	"6"	"25-29 years"	"25-29"	4791
	"Florida"	"12"	"2021"	"2021"	"June"	"6"	"30-34 years"	"30-34"	5403
	"Florida"	"12"	"2021"	"2021"	"June"	"6"	"35-39 years"	"35-39"	3022
	"Florida"	"12"	"2021"	"2021"	"June"	"6"	"40-44 years"	"40-44"	659
	"Florida"	"12"	"2021"	"2021"	"June"	"6"	"45-49 years"	"45-49"	45
	"Florida"	"12"	"2021"	"2021"	"June"	"6"	"50 years and over"	"50+"	Suppressed
	"Florida"	"12"	"2021"	"2021"	"July"	"7"	"Under 15 years"	"15"	11
	"Florida"	"12"	"2021"	"2021"	"July"	"7"	"15-19 years"	"15-19"	667
	"Florida"	"12"	"2021"	"2021"	"July"	"7"	"20-24 years"	"20-24"	3167
	"Florida"	"12"	"2021"	"2021"	"July"	"7"	"25-29 years"	"25-29"	5083
	"Florida"	"12"	"2021"	"2021"	"July"	"7"	"30-34 years"	"30-34"	5650
	"Florida"	"12"	"2021"	"2021"	"July"	"7"	"35-39 years"	"35-39"	3125
	"Florida"	"12"	"2021"	"2021"	"July"	"7"	"40-44 years"	"40-44"	725
	"Florida"	"12"	"2021"	"2021"	"July"	"7"	"45-49 years"	"45-49"	53
